timestamp,open,high,low,close,volume
2025-10-23T09:00:00,4500.15,4500.44,4499.06,4499.45,87
2025-10-23T09:01:00,4499.51,4499.99,4498.82,4499.20,93
2025-10-23T09:02:00,4499.98,4500.80,4499.52,4500.70,58
2025-10-23T09:03:00,4500.47,4500.82,4500.01,4500.70,23
2025-10-23T09:04:00,4501.27,4501.52,4500.31,4500.57,93
2025-10-23T09:05:00,4501.72,4503.04,4501.38,4502.62,47
2025-10-23T09:06:00,4501.05,4501.23,4500.90,4500.90,83
2025-10-23T09:07:00,4502.33,4502.51,4501.44,4501.86,54
2025-10-23T09:08:00,4500.28,4500.80,4500.13,4500.31,12
2025-10-23T09:09:00,4501.86,4502.21,4500.77,4501.25,23
2025-10-23T09:10:00,4500.57,4500.82,4500.12,4500.55,100
2025-10-23T09:11:00,4500.89,4501.20,4500.51,4500.70,78
2025-10-23T09:12:00,4500.86,4501.61,4500.56,4501.19,69
2025-10-23T09:13:00,4500.86,4501.05,4500.25,4500.57,95
2025-10-23T09:14:00,4498.96,4499.39,4497.93,4498.36,15
2025-10-23T09:15:00,4500.25,4501.09,4499.91,4500.98,61
2025-10-23T09:16:00,4502.72,4503.17,4501.99,4502.10,95
2025-10-23T09:17:00,4500.91,4501.21,4499.91,4500.29,18
2025-10-23T09:18:00,4501.42,4501.90,4500.09,4500.58,92
2025-10-23T09:19:00,4502.49,4502.95,4501.72,4501.94,73
2025-10-23T09:20:00,4500.84,4501.33,4499.92,4500.34,22
2025-10-23T09:21:00,4502.00,4502.15,4501.79,4501.93,66
2025-10-23T09:22:00,4501.80,4502.27,4501.51,4502.09,42
2025-10-23T09:23:00,4501.39,4501.75,4501.17,4501.24,91
2025-10-23T09:24:00,4503.00,4503.80,4502.54,4503.78,71
2025-10-23T09:25:00,4502.67,4503.53,4502.22,4503.50,41
2025-10-23T09:26:00,4502.65,4503.53,4502.48,4503.25,87
2025-10-23T09:27:00,4502.36,4503.18,4502.35,4502.89,94
2025-10-23T09:28:00,4503.39,4503.69,4502.43,4502.48,49
2025-10-23T09:29:00,4504.27,4505.62,4503.97,4505.13,31
2025-10-23T09:30:00,4503.49,4504.70,4503.02,4504.33,56
2025-10-23T09:31:00,4505.36,4505.60,4504.03,4504.52,73
2025-10-23T09:32:00,4505.15,4505.24,4504.02,4504.44,50
2025-10-23T09:33:00,4502.88,4503.19,4501.78,4502.12,30
2025-10-23T09:34:00,4503.70,4504.43,4503.35,4504.12,45
2025-10-23T09:35:00,4504.89,4505.11,4503.88,4504.13,91
2025-10-23T09:36:00,4504.28,4504.63,4503.13,4503.34,59
2025-10-23T09:37:00,4501.55,4502.02,4501.32,4501.37,94
2025-10-23T09:38:00,4501.57,4501.70,4501.26,4501.28,80
2025-10-23T09:39:00,4501.53,4501.76,4501.30,4501.53,12
2025-10-23T09:40:00,4500.55,4500.96,4499.67,4499.87,97
2025-10-23T09:41:00,4501.71,4501.79,4501.24,4501.31,75
2025-10-23T09:42:00,4501.34,4501.66,4500.22,4500.38,94
2025-10-23T09:43:00,4499.26,4499.90,4498.82,4499.59,76
2025-10-23T09:44:00,4500.64,4500.65,4500.12,4500.28,85
2025-10-23T09:45:00,4501.68,4503.01,4501.61,4502.54,87
2025-10-23T09:46:00,4502.36,4502.61,4501.50,4501.57,27
2025-10-23T09:47:00,4502.83,4502.94,4502.42,4502.44,89
2025-10-23T09:48:00,4504.28,4504.87,4504.13,4504.49,32
2025-10-23T09:49:00,4505.61,4506.25,4505.35,4506.18,97
2025-10-23T09:50:00,4504.22,4504.38,4502.83,4503.29,80
2025-10-23T09:51:00,4501.76,4502.98,4501.47,4502.74,29
2025-10-23T09:52:00,4504.27,4504.60,4504.14,4504.53,73
2025-10-23T09:53:00,4502.87,4503.33,4502.57,4503.02,37
2025-10-23T09:54:00,4502.09,4502.35,4501.30,4501.48,11
2025-10-23T09:55:00,4500.01,4500.12,4499.66,4499.70,72
2025-10-23T09:56:00,4498.26,4498.43,4497.36,4497.52,32
2025-10-23T09:57:00,4497.64,4497.69,4497.36,4497.58,77
2025-10-23T09:58:00,4499.28,4499.96,4498.78,4499.79,78
2025-10-23T09:59:00,4500.29,4500.46,4500.09,4500.18,24
2025-10-23T10:00:00,4498.53,4498.72,4498.10,4498.55,35
2025-10-23T10:01:00,4498.73,4499.16,4497.77,4498.26,30
2025-10-23T10:02:00,4498.66,4499.71,4498.28,4499.58,45
2025-10-23T10:03:00,4501.04,4501.97,4500.75,4501.70,72
2025-10-23T10:04:00,4500.81,4501.17,4500.03,4500.17,34
2025-10-23T10:05:00,4501.61,4501.92,4501.21,4501.62,55
2025-10-23T10:06:00,4500.01,4500.46,4499.09,4499.15,21
2025-10-23T10:07:00,4498.71,4499.80,4498.28,4499.51,22
2025-10-23T10:08:00,4500.50,4500.61,4499.81,4499.89,97
2025-10-23T10:09:00,4500.80,4500.98,4499.58,4499.82,50
2025-10-23T10:10:00,4500.39,4500.55,4500.07,4500.20,85
2025-10-23T10:11:00,4502.11,4502.36,4501.71,4502.30,77
2025-10-23T10:12:00,4502.57,4503.20,4502.23,4503.10,26
2025-10-23T10:13:00,4504.79,4504.81,4504.37,4504.45,92
2025-10-23T10:14:00,4504.12,4505.14,4504.02,4504.77,12
2025-10-23T10:15:00,4503.65,4503.71,4503.16,4503.68,73
2025-10-23T10:16:00,4504.09,4504.25,4503.54,4503.95,84
2025-10-23T10:17:00,4505.60,4506.64,4505.41,4506.22,55
2025-10-23T10:18:00,4506.22,4506.93,4506.05,4506.44,69
2025-10-23T10:19:00,4508.02,4508.51,4507.73,4508.33,12
