timestamp,open,high,low,close,volume
2025-08-31T17:02:00-05:00,6530.00,6530.00,6530.00,6530.00,2
2025-08-31T17:09:00-05:00,6537.75,6537.75,6537.75,6537.75,1
2025-08-31T17:15:00-05:00,6539.00,6539.00,6539.00,6539.00,1
2025-08-31T17:16:00-05:00,6538.50,6539.25,6538.50,6539.25,4
2025-08-31T17:17:00-05:00,6539.50,6539.50,6539.50,6539.50,1
2025-08-31T17:19:00-05:00,6541.00,6541.00,6541.00,6541.00,1
2025-08-31T17:22:00-05:00,6538.50,6538.50,6538.50,6538.50,1
2025-08-31T17:30:00-05:00,6537.75,6538.00,6537.75,6538.00,2
2025-08-31T17:31:00-05:00,6538.25,6538.25,6538.25,6538.25,1
2025-08-31T17:48:00-05:00,6541.50,6541.50,6541.50,6541.50,5
2025-08-31T17:53:00-05:00,6542.75,6542.75,6542.75,6542.75,1
2025-08-31T18:00:00-05:00,6543.50,6543.50,6543.50,6543.50,2
2025-08-31T18:01:00-05:00,6545.25,6545.25,6545.25,6545.25,1
2025-08-31T18:13:00-05:00,6543.25,6543.25,6543.25,6543.25,1
2025-08-31T18:29:00-05:00,6543.25,6543.25,6543.25,6543.25,1
2025-08-31T19:09:00-05:00,6545.50,6545.50,6545.50,6545.50,1
2025-08-31T19:22:00-05:00,6544.50,6544.50,6544.50,6544.50,1
2025-08-31T19:29:00-05:00,6543.00,6543.00,6543.00,6543.00,1
2025-08-31T19:33:00-05:00,6544.75,6544.75,6544.75,6544.75,2
2025-08-31T19:36:00-05:00,6542.25,6542.25,6542.25,6542.25,1
2025-08-31T20:20:00-05:00,6542.25,6542.25,6542.25,6542.25,4
2025-08-31T20:27:00-05:00,6543.00,6543.00,6543.00,6543.00,1
2025-08-31T20:28:00-05:00,6543.75,6543.75,6543.75,6543.75,1
2025-08-31T20:36:00-05:00,6542.00,6542.00,6542.00,6542.00,1
2025-08-31T20:41:00-05:00,6543.00,6543.00,6543.00,6543.00,1
2025-08-31T20:53:00-05:00,6541.25,6541.25,6541.25,6541.25,1
2025-08-31T20:55:00-05:00,6539.75,6539.75,6539.75,6539.75,1
2025-08-31T21:00:00-05:00,6540.50,6540.50,6540.50,6540.50,1
2025-08-31T21:01:00-05:00,6538.50,6538.50,6538.50,6538.50,1
2025-08-31T21:15:00-05:00,6532.00,6532.75,6532.00,6532.75,2
2025-08-31T21:18:00-05:00,6533.00,6533.00,6533.00,6533.00,1
2025-08-31T21:19:00-05:00,6532.00,6532.00,6532.00,6532.00,1
